"Produkt_Code","Produkt_Titel","Einheit","Beschreibung_DWD","Beschreibung_Inspire"
"TMK_MN004","Daily station observations of mean temperature at 2 m above ground in °C","°C","https://cdc.dwd.de/sdi/pid/TMK_MN004/DESCRIPTION_TMK_MN004_en.pdf","https://cdc.dwd.de/sdi/pid/TMK_MN004/ISO_TMK_MN004.xml"
